filename, label, prediction1, score1, prediction2, score2
bcc___ISIC_0030954_114.jpg,bcc,mel,0.8711,bcc,0.0529
bcc___ISIC_0031063_111.jpg,bcc,mel,0.8955,bcc,0.0515
bcc___ISIC_0031298_107.jpg,bcc,mel,0.8588,bcc,0.0698
bcc___ISIC_0031489_102.jpg,bcc,mel,0.8641,nv,0.0765
bcc___ISIC_0032174_118.jpg,bcc,mel,0.5897,bcc,0.317
bcc___ISIC_0032384_112.jpg,bcc,mel,0.4061,df,0.2871
bcc___ISIC_0032429_108.jpg,bcc,mel,0.8966,nv,0.077
bcc___ISIC_0032611_106.jpg,bcc,mel,0.4919,nv,0.2752
bcc___ISIC_0032850_113.jpg,bcc,mel,0.7126,nv,0.1069
bkl___ISIC_0029394_117.jpg,bkl,vasc,0.5881,nv,0.3922
bkl___ISIC_0029555_107.jpg,bkl,mel,0.9747,nv,0.0143
bkl___ISIC_0029617_110.jpg,bkl,mel,0.7874,bkl,0.0853
bkl___ISIC_0029897_114.jpg,bkl,mel,0.942,akiec,0.023
bkl___ISIC_0030365_104.jpg,bkl,mel,0.8643,vasc,0.0527
bkl___ISIC_0030465_112.jpg,bkl,mel,0.9798,akiec,0.0044
bkl___ISIC_0031061_109.jpg,bkl,mel,0.9931,df,0.0018
bkl___ISIC_0031150_103.jpg,bkl,mel,0.9367,nv,0.0227
bkl___ISIC_0031159_108.jpg,bkl,mel,0.8794,nv,0.0868
bkl___ISIC_0031223_118.jpg,bkl,mel,0.5005,nv,0.4523
bkl___ISIC_0031253_101.jpg,bkl,nv,0.6661,mel,0.2763
bkl___ISIC_0031464_102.jpg,bkl,mel,0.5137,nv,0.4444
bkl___ISIC_0031558_119.jpg,bkl,mel,0.9683,nv,0.0258
bkl___ISIC_0031577_111.jpg,bkl,mel,0.8738,nv,0.1206
bkl___ISIC_0031707_115.jpg,bkl,mel,0.2078,akiec,0.1656
bkl___ISIC_0032063_113.jpg,bkl,mel,0.6782,nv,0.2852
bkl___ISIC_0032111_116.jpg,bkl,mel,0.7607,nv,0.067
bkl___ISIC_0032179_106.jpg,bkl,vasc,0.7327,nv,0.2377
bkl___ISIC_0032215_120.jpg,bkl,vasc,0.3429,nv,0.2144
bkl___ISIC_0032842_105.jpg,bkl,mel,0.9289,nv,0.0163
df___ISIC_0029760_0_4446_104.jpg,df,nv,0.7221,vasc,0.155
df___ISIC_0029783_0_4446_107.jpg,df,mel,0.7599,df,0.1736
df___ISIC_0029783_0_6782_115.jpg,df,mel,0.5296,df,0.4061
df___ISIC_0029973_0_6782_105.jpg,df,nv,0.8578,df,0.0768
df___ISIC_0030015_0_4446_110.jpg,df,mel,0.9606,bcc,0.0107
df___ISIC_0030321_0_6782_116.jpg,df,mel,0.9068,nv,0.0283
df___ISIC_0030427_0_4446_111.jpg,df,mel,0.8589,df,0.0726
df___ISIC_0030442_0_6782_114.jpg,df,mel,0.925,df,0.053
df___ISIC_0031123_0_6782_103.jpg,df,mel,0.7604,nv,0.1631
df___ISIC_0031257_0_4446_118.jpg,df,mel,0.7137,nv,0.1155
df___ISIC_0031271_0_4446_102.jpg,df,df,0.7697,nv,0.1076
df___ISIC_0031271_0_6782_109.jpg,df,df,0.9521,nv,0.0189
df___ISIC_0031372_0_6782_112.jpg,df,mel,0.9538,df,0.0239
df___ISIC_0031429_0_6782_108.jpg,df,mel,0.9062,bkl,0.0343
df___ISIC_0031799_0_4446_120.jpg,df,vasc,0.2782,nv,0.2652
df___ISIC_0031799_0_6782_117.jpg,df,mel,0.4776,nv,0.2112
df___ISIC_0031827_0_4446_106.jpg,df,nv,0.8146,mel,0.0654
df___ISIC_0031827_0_6782_113.jpg,df,nv,0.5758,vasc,0.2248
df___ISIC_0032468_0_4446_101.jpg,df,mel,0.8879,nv,0.0431
df___ISIC_0032642_0_6782_119.jpg,df,mel,0.7935,nv,0.1046
mel___ISIC_0029363_101.jpg,mel,mel,0.9583,bcc,0.0134
mel___ISIC_0029454_116.jpg,mel,mel,0.5614,nv,0.1907
mel___ISIC_0029495_115.jpg,mel,mel,0.4272,nv,0.1807
mel___ISIC_0029575_105.jpg,mel,mel,0.908,vasc,0.0348
mel___ISIC_0029651_117.jpg,mel,mel,0.8996,nv,0.0383
mel___ISIC_0029995_110.jpg,mel,mel,0.8376,nv,0.0764
mel___ISIC_0030754_109.jpg,mel,mel,0.5404,nv,0.1916
mel___ISIC_0030756_119.jpg,mel,mel,0.9731,nv,0.0143
mel___ISIC_0030929_112.jpg,mel,mel,0.8596,bkl,0.0451
mel___ISIC_0031077_102.jpg,mel,vasc,0.3978,mel,0.3359
mel___ISIC_0031517_120.jpg,mel,mel,0.9627,nv,0.0183
mel___ISIC_0031745_107.jpg,mel,mel,0.6787,nv,0.2674
mel___ISIC_0031890_113.jpg,mel,mel,0.9318,bcc,0.0158
mel___ISIC_0031972_104.jpg,mel,nv,0.725,mel,0.1084
mel___ISIC_0032036_106.jpg,mel,mel,0.8622,nv,0.1089
mel___ISIC_0032046_114.jpg,mel,mel,0.7571,nv,0.2175
mel___ISIC_0032331_103.jpg,mel,mel,0.7257,nv,0.2033
mel___ISIC_0032517_108.jpg,mel,mel,0.4191,nv,0.2416
mel___ISIC_0032583_111.jpg,mel,mel,0.866,df,0.0496
mel___ISIC_0032856_118.jpg,mel,mel,0.4939,nv,0.3253
nv___ISIC_0029339_112.jpg,nv,mel,0.8228,nv,0.0951
nv___ISIC_0029411_110.jpg,nv,mel,0.6992,nv,0.2598
nv___ISIC_0029461_103.jpg,nv,mel,0.8685,nv,0.082
nv___ISIC_0029577_114.jpg,nv,mel,0.8384,nv,0.0646
nv___ISIC_0029772_102.jpg,nv,nv,0.8596,mel,0.1141
nv___ISIC_0029808_117.jpg,nv,vasc,0.3688,nv,0.3067
nv___ISIC_0029853_104.jpg,nv,mel,0.319,vasc,0.2926
nv___ISIC_0029883_118.jpg,nv,nv,0.6798,vasc,0.2513
nv___ISIC_0029976_115.jpg,nv,vasc,0.6397,mel,0.1779
nv___ISIC_0030184_107.jpg,nv,mel,0.5319,nv,0.3409
nv___ISIC_0030285_119.jpg,nv,nv,0.7948,df,0.1286
nv___ISIC_0030523_116.jpg,nv,nv,0.7053,mel,0.2607
nv___ISIC_0030595_105.jpg,nv,mel,0.5414,nv,0.1748
nv___ISIC_0030627_101.jpg,nv,vasc,0.4698,mel,0.2556
nv___ISIC_0030703_109.jpg,nv,mel,0.7892,nv,0.1314
nv___ISIC_0030771_120.jpg,nv,mel,0.9148,nv,0.034
nv___ISIC_0031312_108.jpg,nv,nv,0.8914,vasc,0.0631
nv___ISIC_0031841_111.jpg,nv,nv,0.6816,mel,0.2782
nv___ISIC_0032305_106.jpg,nv,nv,0.5288,vasc,0.2396
nv___ISIC_0032568_113.jpg,nv,nv,0.5447,df,0.3669
vasc___ISIC_0029486_117.jpg,vasc,mel,0.9938,df,0.0016
vasc___ISIC_0029514_115.jpg,vasc,vasc,0.6921,mel,0.1382
vasc___ISIC_0029742_109.jpg,vasc,vasc,0.5281,mel,0.3665
vasc___ISIC_0030070_101.jpg,vasc,vasc,0.3494,mel,0.2839
vasc___ISIC_0030275_102.jpg,vasc,vasc,0.6957,mel,0.1192
vasc___ISIC_0030283_120.jpg,vasc,vasc,0.4086,nv,0.2581
vasc___ISIC_0030770_111.jpg,vasc,vasc,0.4651,mel,0.3854
vasc___ISIC_0030956_116.jpg,vasc,mel,0.7177,vasc,0.1828
vasc___ISIC_0031215_118.jpg,vasc,mel,0.3962,vasc,0.2981
vasc___ISIC_0031270_113.jpg,vasc,mel,0.4066,vasc,0.3436
vasc___ISIC_0031276_103.jpg,vasc,mel,0.6065,vasc,0.1961
vasc___ISIC_0031648_104.jpg,vasc,vasc,0.4519,nv,0.1898
vasc___ISIC_0031706_105.jpg,vasc,vasc,0.5399,nv,0.3684
vasc___ISIC_0031759_110.jpg,vasc,vasc,0.3984,mel,0.3229
vasc___ISIC_0032076_119.jpg,vasc,bkl,0.3201,df,0.3101
vasc___ISIC_0032240_108.jpg,vasc,vasc,0.4217,nv,0.3651
vasc___ISIC_0032545_106.jpg,vasc,mel,0.3568,nv,0.3137
vasc___ISIC_0032775_112.jpg,vasc,mel,0.8689,vasc,0.0554
vasc___ISIC_0032866_107.jpg,vasc,vasc,0.6295,nv,0.2236
vasc___ISIC_0032867_114.jpg,vasc,mel,0.9222,nv,0.0453
